"ensembl_gene_id"	"external_gene_name"	"mmusculus_homolog_ensembl_gene"	"mmusculus_homolog_associated_gene_name"	"mmusculus_homolog_perc_id"	"mmusculus_homolog_perc_id_r1"	"mmusculus_homolog_orthology_confidence"	"mmusculus_homolog_goc_score"	"Mean"
"64166"	"ENSG00000197261"	"C6orf141"	"ENSMUSG00000054951"	"9130008F23Rik"	35.6557	48.0663	0	100	41.861
"29203"	"ENSG00000189367"	"KIAA0408"	"ENSMUSG00000004360"	"9330159F19Rik"	55.0432	58.9506	1	100	56.9969
"48873"	"ENSG00000164659"	"KIAA1324L"	"ENSMUSG00000056004"	"9330182L06Rik"	93.1973	93.2879	1	100	93.2426
"49713"	"ENSG00000131591"	"C1orf159"	"ENSMUSG00000059939"	"9430015G10Rik"	37.3684	71.3568	0	100	54.3626
"32441"	"ENSG00000113583"	"C5orf15"	"ENSMUSG00000036275"	"9530068E07Rik"	61.5094	62.9344	1	100	62.2219
"61292"	"ENSG00000164542"	"KIAA0895"	"ENSMUSG00000036411"	"9530077C05Rik"	76.1538	76.3006	1	25	76.2272
"19331"	"ENSG00000183354"	"KIAA2026"	"ENSMUSG00000046138"	"9930021J03Rik"	75.1308	80.1217	1	75	77.62625
"23006"	"ENSG00000116922"	"C1orf109"	"ENSMUSG00000044730"	"9930104L06Rik"	77.8325	72.8111	1	100	75.3218
"6988"	"ENSG00000162757"	"C1orf74"	"ENSMUSG00000079144"	"A130010J15Rik"	77.3234	79.0875	1	100	78.20545
"45919"	"ENSG00000121410"	"A1BG"	"ENSMUSG00000022347"	"A1bg"	45.4545	43.9453	0	0	44.6999
"25748"	"ENSG00000148584"	"A1CF"	"ENSMUSG00000052595"	"A1cf"	87.2093	88.2353	1	75	87.7223
"14653"	"ENSG00000130813"	"C19orf66"	"ENSMUSG00000038884"	"A230050P20Rik"	94.8454	95.1724	1	100	95.0089
"53103"	"ENSG00000175899"	"A2M"	"ENSMUSG00000030111"	"A2m"	72.1167	72.1167	1	0	72.1167
"48981"	"ENSG00000184389"	"A3GALT2"	"ENSMUSG00000028794"	"A3galt2"	68.8235	63.2432	1	100	66.03335
"59404"	"ENSG00000198912"	"C1orf174"	"ENSMUSG00000047613"	"A430005L14Rik"	62.1399	65.6522	1	100	63.89605
"30349"	"ENSG00000263264"	"AC119396.1"	"ENSMUSG00000074497"	"A430078G23Rik"	64.1361	50.6198	1	50	57.37795
"44815"	"ENSG00000128274"	"A4GALT"	"ENSMUSG00000047878"	"A4galt"	77.3371	76.0446	1	100	76.69085
"15417"	"ENSG00000118017"	"A4GNT"	"ENSMUSG00000037953"	"A4gnt"	71.1765	70.9677	1	100	71.0721
"35264"	"ENSG00000184601"	"C14orf180"	"ENSMUSG00000043122"	"A530016L24Rik"	31.0734	33.3333	0	75	32.20335
"35305"	"ENSG00000260802"	"SERTM2"	"ENSMUSG00000085139"	"A730046J19Rik"	91.0112	91.0112	1	100	91.0112
"16087"	"ENSG00000165084"	"C8orf34"	"ENSMUSG00000057715"	"A830018L16Rik"	75.2788	87.6623	1	100	81.47055
"19016"	"ENSG00000161992"	"PRR35"	"ENSMUSG00000025727"	"A930017K11Rik"	67.4256	67.4256	1	75	67.4256
"14869"	"ENSG00000205177"	"C11orf91"	"ENSMUSG00000032671"	"A930018P22Rik"	82.9016	82.4742	1	75	82.6879
"22101"	"ENSG00000166920"	"C15orf48"	"ENSMUSG00000033213"	"AA467197"	71.0843	71.0843	1	100	71.0843
"66702"	"ENSG00000182795"	"C1orf116"	"ENSMUSG00000042510"	"AA986860"	62.0632	61.5512	1	100	61.8072
"50800"	"ENSG00000214212"	"C19orf38"	"ENSMUSG00000057191"	"AB124611"	69.5652	70.7965	1	100	70.18085
"14937"	"ENSG00000285025"	"AL022312.1"	"ENSMUSG00000115798"	"AC140267.1"	87.1429	87.1429	1	100	87.1429
"23608"	"ENSG00000286224"	"AP000471.1"	"ENSMUSG00000117965"	"AC141477.1"	86.5672	86.5672	1	75	86.5672
"8465"	"ENSG00000226763"	"SRRM5"	"ENSMUSG00000117477"	"AC161166.1"	36.3636	45.2174	0	100	40.7905
"38339"	"ENSG00000174021"	"GNG5"	"ENSMUSG00000117145"	"AC170998.1"	94.1176	94.1176	0	0	94.1176
"11434"	"ENSG00000200215"	"SNORD113-6"	"ENSMUSG00000088294"	"AF357425"	69.3333	71.2329	NA	NA	70.2831
"35746"	"ENSG00000164743"	"C8orf48"	"ENSMUSG00000074384"	"AI429214"	48.2759	52.5597	0	100	50.4178
"41837"	"ENSG00000164976"	"MYORG"	"ENSMUSG00000046312"	"AI464131"	91.8767	91.6201	1	100	91.7484
"28285"	"ENSG00000185905"	"C16orf54"	"ENSMUSG00000045165"	"AI467606"	71.875	71.5556	1	100	71.7153
"19077"	"ENSG00000165181"	"SHOC1"	"ENSMUSG00000038598"	"AI481877"	59.072	57.5962	1	100	58.3341
"27317"	"ENSG00000185742"	"C11orf87"	"ENSMUSG00000078307"	"AI593442"	86.802	85.9296	1	75	86.3658
"68070"	"ENSG00000135974"	"C2orf49"	"ENSMUSG00000010290"	"AI597479"	85.3448	85.3448	1	100	85.3448
"19639"	"ENSG00000188112"	"C6orf132"	"ENSMUSG00000034382"	"AI661453"	68.1818	67.1642	1	75	67.673
"47085"	"ENSG00000175573"	"C11orf68"	"ENSMUSG00000047423"	"AI837181"	93.5154	91.9463	1	100	92.73085
"52856"	"ENSG00000284691"	"AC073111.5"	"ENSMUSG00000053297"	"AI854703"	92.6108	92.6108	1	100	92.6108
"53271"	"ENSG00000284895"	"AC119676.1"	"ENSMUSG00000115115"	"AL607142.1"	88.4615	92	1	75	90.23075
"41348"	"ENSG00000285508"	"AL034430.1"	"ENSMUSG00000115423"	"AL731706.1"	72	72	1	100	72
"41349"	"ENSG00000285723"	"AL034430.2"	"ENSMUSG00000116563"	"AL731706.2"	66.6667	71.1864	1	100	68.92655
"31701"	"ENSG00000284976"	"BX255925.3"	"ENSMUSG00000115018"	"AL732309.1"	51.7413	73.7589	1	75	62.7501
"18989"	"ENSG00000153446"	"C16orf89"	"ENSMUSG00000051669"	"AU021092"	56.2189	58.7013	1	75	57.4601
"42802"	"ENSG00000164008"	"C1orf50"	"ENSMUSG00000078584"	"AU022252"	84.4221	84.4221	1	75	84.4221
"36509"	"ENSG00000142687"	"KIAA0319L"	"ENSMUSG00000028830"	"AU040320"	82.4595	79.7235	1	100	81.0915
"14410"	"ENSG00000136197"	"C7orf25"	"ENSMUSG00000039182"	"AW209491"	81.4196	92.6366	1	75	87.0281
"62169"	"ENSG00000205765"	"C5orf51"	"ENSMUSG00000041935"	"AW549877"	88.7755	88.7755	1	100	88.7755
"44911"	"ENSG00000150477"	"KIAA1328"	"ENSMUSG00000033632"	"AW554918"	72.4437	68.3007	1	100	70.3722
"6053"	"ENSG00000094914"	"AAAS"	"ENSMUSG00000036678"	"Aaas"	93.5897	93.5897	1	100	93.5897
"61522"	"ENSG00000081760"	"AACS"	"ENSMUSG00000029482"	"Aacs"	89.2857	89.2857	1	100	89.2857
"6463"	"ENSG00000114771"	"AADAC"	"ENSMUSG00000027761"	"Aadac"	69.6742	69.8492	1	100	69.7617
"6456"	"ENSG00000197953"	"AADACL2"	"ENSMUSG00000091376"	"Aadacl2"	79.0524	79.0524	1	100	79.0524
"66182"	"ENSG00000188984"	"AADACL3"	"ENSMUSG00000078507"	"Aadacl3"	62.1622	62.0098	1	100	62.086
"66199"	"ENSG00000204518"	"AADACL4"	"ENSMUSG00000070609"	"Aadacl4"	65.1106	65.1106	0	25	65.1106
"8345"	"ENSG00000109576"	"AADAT"	"ENSMUSG00000057228"	"Aadat"	72.2611	72.9412	1	100	72.60115
"63026"	"ENSG00000158122"	"PRXL2C"	"ENSMUSG00000021482"	"Aaed1"	88.0531	88.0531	1	50	88.0531
"34754"	"ENSG00000103591"	"AAGAB"	"ENSMUSG00000037257"	"Aagab"	85.0794	84.8101	1	100	84.94475
"8413"	"ENSG00000115977"	"AAK1"	"ENSMUSG00000057230"	"Aak1"	90.5307	90.7195	1	100	90.6251
"6425"	"ENSG00000087884"	"AAMDC"	"ENSMUSG00000035642"	"Aamdc"	55.102	54	1	100	54.551
"61480"	"ENSG00000127837"	"AAMP"	"ENSMUSG00000006299"	"Aamp"	98.6207	98.3945	1	100	98.5076
"34945"	"ENSG00000129673"	"AANAT"	"ENSMUSG00000020804"	"Aanat"	68.254	83.9024	1	100	76.0782
"56178"	"ENSG00000131043"	"AAR2"	"ENSMUSG00000027628"	"Aar2"	90.625	90.625	1	100	90.625
"49774"	"ENSG00000205002"	"AARD"	"ENSMUSG00000068522"	"Aard"	56.129	52.0958	1	100	54.1124
"61856"	"ENSG00000090861"	"AARS"	"ENSMUSG00000031960"	"Aars"	95.3512	95.3512	1	100	95.3512
"54346"	"ENSG00000124608"	"AARS2"	"ENSMUSG00000023938"	"Aars2"	83.0457	83.4694	1	100	83.25755
"14049"	"ENSG00000266967"	"AARSD1"	"ENSMUSG00000075528"	"Aarsd1"	89.8058	89.8058	1	50	89.8058
"27956"	"ENSG00000157426"	"AASDH"	"ENSMUSG00000055923"	"Aasdh"	72.4954	72.3636	1	100	72.4295
"12736"	"ENSG00000149313"	"AASDHPPT"	"ENSMUSG00000025894"	"Aasdhppt"	90.9385	90.9385	1	100	90.9385
"67188"	"ENSG00000008311"	"AASS"	"ENSMUSG00000029695"	"Aass"	87.365	87.365	1	100	87.365
"17526"	"ENSG00000275700"	"AATF"	"ENSMUSG00000018697"	"Aatf"	77.3214	82.3194	1	75	79.8204
"45730"	"ENSG00000181409"	"AATK"	"ENSMUSG00000025375"	"Aatk"	73.0713	73.0713	1	100	73.0713
"50573"	"ENSG00000183044"	"ABAT"	"ENSMUSG00000057880"	"Abat"	91.2	91.2	1	100	91.2
"44888"	"ENSG00000165029"	"ABCA1"	"ENSMUSG00000015243"	"Abca1"	95.3118	95.3118	1	75	95.3118
"43370"	"ENSG00000144452"	"ABCA12"	"ENSMUSG00000050296"	"Abca12"	89.5568	89.5568	1	100	89.5568
"65304"	"ENSG00000179869"	"ABCA13"	"ENSMUSG00000004668"	"Abca13"	65.6386	65.9515	1	100	65.79505
"38306"	"ENSG00000107331"	"ABCA2"	"ENSMUSG00000026944"	"Abca2"	93.3087	93.4238	1	75	93.36625
"61593"	"ENSG00000167972"	"ABCA3"	"ENSMUSG00000024130"	"Abca3"	88.0869	88.0869	1	100	88.0869
"40386"	"ENSG00000198691"	"ABCA4"	"ENSMUSG00000028125"	"Abca4"	88.3414	86.9264	1	100	87.6339
"35597"	"ENSG00000154265"	"ABCA5"	"ENSMUSG00000018800"	"Abca5"	90.0731	90.0731	1	100	90.0731
"34622"	"ENSG00000154262"	"ABCA6"	"ENSMUSG00000044749"	"Abca6"	67.7798	67.4877	1	100	67.63375
"19075"	"ENSG00000064687"	"ABCA7"	"ENSMUSG00000035722"	"Abca7"	77.1668	76.419	1	100	76.7929
"46261"	"ENSG00000141338"	"ABCA8"	"ENSMUSG00000020620"	"Abca8b"	75.5706	75.6173	1	100	75.59395
"46165"	"ENSG00000154258"	"ABCA9"	"ENSMUSG00000041797"	"Abca9"	78.5714	78.6198	1	100	78.5956
"66855"	"ENSG00000135776"	"ABCB10"	"ENSMUSG00000031974"	"Abcb10"	71.6802	73.986	1	100	72.8331
"58116"	"ENSG00000073734"	"ABCB11"	"ENSMUSG00000027048"	"Abcb11"	81.6805	81.6805	1	100	81.6805
"57680"	"ENSG00000005471"	"ABCB4"	"ENSMUSG00000042476"	"Abcb4"	90.3577	91.0658	1	75	90.71175
"56570"	"ENSG00000004846"	"ABCB5"	"ENSMUSG00000072791"	"Abcb5"	77.8839	78.008	1	100	77.94595
"68933"	"ENSG00000115657"	"ABCB6"	"ENSMUSG00000026198"	"Abcb6"	88.4798	88.4798	1	75	88.4798
"59912"	"ENSG00000131269"	"ABCB7"	"ENSMUSG00000031333"	"Abcb7"	92.1647	92.2872	1	100	92.22595
"59502"	"ENSG00000197150"	"ABCB8"	"ENSMUSG00000028973"	"Abcb8"	81.7687	83.8215	1	100	82.7951
"7487"	"ENSG00000150967"	"ABCB9"	"ENSMUSG00000029408"	"Abcb9"	93.7337	94.2257	1	100	93.9797
"51491"	"ENSG00000103222"	"ABCC1"	"ENSMUSG00000023088"	"Abcc1"	88.1123	88.2853	1	50	88.1988
"31333"	"ENSG00000124574"	"ABCC10"	"ENSMUSG00000032842"	"Abcc10"	84.1153	82.2411	1	100	83.1782
"40828"	"ENSG00000140798"	"ABCC12"	"ENSMUSG00000036872"	"Abcc12"	84.989	84.5534	1	100	84.7712
"43295"	"ENSG00000023839"	"ABCC2"	"ENSMUSG00000025194"	"Abcc2"	77.4757	77.5761	1	75	77.5259
"37488"	"ENSG00000108846"	"ABCC3"	"ENSMUSG00000020865"	"Abcc3"	80.5501	80.8147	1	100	80.6824
"24627"	"ENSG00000125257"	"ABCC4"	"ENSMUSG00000032849"	"Abcc4"	87.0943	87.0943	1	100	87.0943
"55999"	"ENSG00000114770"	"ABCC5"	"ENSMUSG00000022822"	"Abcc5"	94.9896	95.0557	1	100	95.02265
"56972"	"ENSG00000091262"	"ABCC6"	"ENSMUSG00000030834"	"Abcc6"	78.5762	78.8384	1	50	78.7073
"25093"	"ENSG00000006071"	"ABCC8"	"ENSMUSG00000040136"	"Abcc8"	94.0112	94.8992	1	75	94.4552
"38607"	"ENSG00000069431"	"ABCC9"	"ENSMUSG00000030249"	"Abcc9"	96.5139	96.7012	1	100	96.60755
"36984"	"ENSG00000101986"	"ABCD1"	"ENSMUSG00000031378"	"Abcd1"	90.604	91.712	1	100	91.158
"67809"	"ENSG00000173208"	"ABCD2"	"ENSMUSG00000055782"	"Abcd2"	93.7838	93.6572	1	100	93.7205
"42210"	"ENSG00000117528"	"ABCD3"	"ENSMUSG00000028127"	"Abcd3"	95.4476	95.4476	1	100	95.4476
"53773"	"ENSG00000119688"	"ABCD4"	"ENSMUSG00000021240"	"Abcd4"	89.604	89.604	1	100	89.604
"68755"	"ENSG00000164163"	"ABCE1"	"ENSMUSG00000058355"	"Abce1"	100	100	1	100	100
"52664"	"ENSG00000204574"	"ABCF1"	"ENSMUSG00000038762"	"Abcf1"	90.1775	91.0394	1	100	90.60845
"67635"	"ENSG00000033050"	"ABCF2"	"ENSMUSG00000028953"	"Abcf2"	98.7159	97.9299	1	100	98.3229
"68206"	"ENSG00000161204"	"ABCF3"	"ENSMUSG00000003234"	"Abcf3"	96.897	96.897	1	100	96.897
"42954"	"ENSG00000160179"	"ABCG1"	"ENSMUSG00000024030"	"Abcg1"	95.1327	96.8468	1	75	95.98975
"26076"	"ENSG00000118777"	"ABCG2"	"ENSMUSG00000029299"	"Abcg3"	54.5038	54.9231	0	50	54.71345
"57646"	"ENSG00000172350"	"ABCG4"	"ENSMUSG00000032131"	"Abcg4"	96.5944	96.5944	1	100	96.5944
"16345"	"ENSG00000138075"	"ABCG5"	"ENSMUSG00000040505"	"Abcg5"	80.1843	80.0613	1	100	80.1228
"16310"	"ENSG00000143921"	"ABCG8"	"ENSMUSG00000024254"	"Abcg8"	81.4264	81.4264	1	100	81.4264
"48295"	"ENSG00000144827"	"ABHD10"	"ENSMUSG00000033157"	"Abhd10"	74.8366	77.1044	1	100	75.9705
"28803"	"ENSG00000106077"	"ABHD11"	"ENSMUSG00000040532"	"Abhd11"	68.254	70.0326	1	100	69.1433
"56925"	"ENSG00000100997"	"ABHD12"	"ENSMUSG00000032046"	"Abhd12"	89.3564	90.7035	1	100	90.02995
"53651"	"ENSG00000131969"	"ABHD12B"	"ENSMUSG00000090121"	"Abhd12b"	75.1381	75.766	1	75	75.45205
"15266"	"ENSG00000139826"	"ABHD13"	"ENSMUSG00000040396"	"Abhd13"	95.8457	95.8457	1	100	95.8457
"63787"	"ENSG00000248487"	"ABHD14A"	"ENSMUSG00000042210"	"Abhd14a"	74.1697	75.5639	1	75	74.8668
"63812"	"ENSG00000114779"	"ABHD14B"	"ENSMUSG00000042073"	"Abhd14b"	86.6667	86.6667	1	100	86.6667
"61973"	"ENSG00000168792"	"ABHD15"	"ENSMUSG00000000686"	"Abhd15"	85.8974	87.5817	1	100	86.73955
"30770"	"ENSG00000204427"	"ABHD16A"	"ENSMUSG00000007036"	"Abhd16a"	96.0574	96.0574	1	100	96.0574
"8603"	"ENSG00000183260"	"ABHD16B"	"ENSMUSG00000055882"	"Abhd16b"	84.8614	83.9662	1	100	84.4138
"26417"	"ENSG00000129968"	"ABHD17A"	"ENSMUSG00000003346"	"Abhd17a"	79.5014	92.5806	1	100	86.041
"38535"	"ENSG00000107362"	"ABHD17B"	"ENSMUSG00000047368"	"Abhd17b"	97.2696	98.9583	1	100	98.11395
"50172"	"ENSG00000136379"	"ABHD17C"	"ENSMUSG00000038459"	"Abhd17c"	93.921	96.5625	1	100	95.24175
"63519"	"ENSG00000164074"	"ABHD18"	"ENSMUSG00000037818"	"Abhd18"	91.3793	91.3793	1	100	91.3793
"64594"	"ENSG00000140526"	"ABHD2"	"ENSMUSG00000039202"	"Abhd2"	98.8235	98.8235	1	100	98.8235
"52569"	"ENSG00000158201"	"ABHD3"	"ENSMUSG00000002475"	"Abhd3"	93.3985	92.944	1	100	93.17125
"64901"	"ENSG00000100439"	"ABHD4"	"ENSMUSG00000040997"	"Abhd4"	96.4912	92.9577	1	100	94.72445
"59775"	"ENSG00000011198"	"ABHD5"	"ENSMUSG00000032540"	"Abhd5"	94.5559	94.0171	1	100	94.2865
"32594"	"ENSG00000163686"	"ABHD6"	"ENSMUSG00000025277"	"Abhd6"	93.7685	94.0476	1	100	93.90805
"63047"	"ENSG00000127220"	"ABHD8"	"ENSMUSG00000007950"	"Abhd8"	87.4715	87.4715	1	100	87.4715
"45437"	"ENSG00000136754"	"ABI1"	"ENSMUSG00000058835"	"Abi1"	93.1102	98.3368	1	75	95.7235
"66562"	"ENSG00000138443"	"ABI2"	"ENSMUSG00000026782"	"Abi2"	92.3977	97.3306	1	100	94.86415
"59286"	"ENSG00000108798"	"ABI3"	"ENSMUSG00000018381"	"Abi3"	85.2459	85.0136	1	100	85.12975
"49636"	"ENSG00000154175"	"ABI3BP"	"ENSMUSG00000035258"	"Abi3bp"	78.2326	71.3316	1	100	74.7821
"52908"	"ENSG00000097007"	"ABL1"	"ENSMUSG00000026842"	"Abl1"	87.9025	88.4413	1	100	88.1719
"60623"	"ENSG00000143322"	"ABL2"	"ENSMUSG00000026596"	"Abl2"	94.7547	94.7547	1	75	94.7547
"21452"	"ENSG00000099204"	"ABLIM1"	"ENSMUSG00000025085"	"Ablim1"	91.3882	82.5784	1	100	86.9833
"33849"	"ENSG00000163995"	"ABLIM2"	"ENSMUSG00000029095"	"Ablim2"	91.4729	88.8554	1	100	90.16415
"62705"	"ENSG00000173210"	"ABLIM3"	"ENSMUSG00000032735"	"Ablim3"	97.9502	98.0938	1	100	98.022
"53655"	"ENSG00000175164"	"ABO"	"ENSMUSG00000015787"	"Abo"	65.6836	73.7952	1	75	69.7394
"24170"	"ENSG00000159842"	"ABR"	"ENSMUSG00000017631"	"Abr"	97.0896	95.752	1	100	96.4208
"43136"	"ENSG00000174429"	"ABRA"	"ENSMUSG00000042895"	"Abra"	78.7402	80	1	100	79.3701
"53443"	"ENSG00000146386"	"ABRACL"	"ENSMUSG00000078453"	"Abracl"	92.5926	92.5926	1	100	92.5926
"13036"	"ENSG00000163322"	"ABRAXAS1"	"ENSMUSG00000035234"	"Abraxas1"	71.8826	72.2359	1	100	72.05925
"37559"	"ENSG00000165660"	"ABRAXAS2"	"ENSMUSG00000030965"	"Abraxas2"	93.494	91.5094	1	100	92.5017
"51236"	"ENSG00000146109"	"ABT1"	"ENSMUSG00000036376"	"Abt1"	77.9412	78.8104	1	75	78.3758
"52656"	"ENSG00000114626"	"ABTB1"	"ENSMUSG00000030083"	"Abtb1"	94.1423	94.1423	1	100	94.1423
"29845"	"ENSG00000166016"	"ABTB2"	"ENSMUSG00000032724"	"Abtb2"	96.9756	97.0703	1	100	97.02295
"16093"	"ENSG00000167315"	"ACAA2"	"ENSMUSG00000036880"	"Acaa2"	87.9093	87.9093	1	75	87.9093
"21751"	"ENSG00000278540"	"ACACA"	"ENSMUSG00000020532"	"Acaca"	96.0554	97.6119	1	75	96.83365
"66005"	"ENSG00000076555"	"ACACB"	"ENSMUSG00000042010"	"Acacb"	88.4459	88.8072	1	100	88.62655
"42660"	"ENSG00000111271"	"ACAD10"	"ENSMUSG00000029456"	"Acad10"	77.8899	79.42	1	75	78.65495
"24222"	"ENSG00000240303"	"ACAD11"	"ENSMUSG00000090150"	"Acad11"	80.2564	80.3594	1	75	80.3079
"42090"	"ENSG00000151498"	"ACAD8"	"ENSMUSG00000031969"	"Acad8"	88.4337	88.862	1	100	88.64785
"8255"	"ENSG00000177646"	"ACAD9"	"ENSMUSG00000027710"	"Acad9"	85.9903	85.44	1	0	85.71515
"36747"	"ENSG00000115361"	"ACADL"	"ENSMUSG00000026003"	"Acadl"	86.5116	86.5116	1	100	86.5116
"59363"	"ENSG00000117054"	"ACADM"	"ENSMUSG00000062908"	"Acadm"	81.0573	87.4109	1	100	84.2341
"61037"	"ENSG00000122971"	"ACADS"	"ENSMUSG00000029545"	"Acads"	90.2913	90.2913	1	100	90.2913
"31597"	"ENSG00000196177"	"ACADSB"	"ENSMUSG00000030861"	"Acadsb"	82.6389	82.6389	1	100	82.6389
"25130"	"ENSG00000072778"	"ACADVL"	"ENSMUSG00000018574"	"Acadvl"	79.941	82.6219	1	100	81.28145
"27014"	"ENSG00000157766"	"ACAN"	"ENSMUSG00000030607"	"Acan"	64.9802	77.1107	1	100	71.04545
"25507"	"ENSG00000072818"	"ACAP1"	"ENSMUSG00000001588"	"Acap1"	92.973	92.973	1	100	92.973
"44098"	"ENSG00000114331"	"ACAP2"	"ENSMUSG00000049076"	"Acap2"	95.1157	96.1039	1	100	95.6098
"34730"	"ENSG00000131584"	"ACAP3"	"ENSMUSG00000029033"	"Acap3"	93.2854	93.3974	1	100	93.3414
"15346"	"ENSG00000075239"	"ACAT1"	"ENSMUSG00000032047"	"Acat1"	84.0749	84.6698	1	100	84.37235
"40283"	"ENSG00000120437"	"ACAT2"	"ENSMUSG00000023832"	"Acat2"	87.6574	87.6574	1	100	87.6574
"5836"	"ENSG00000182827"	"ACBD3"	"ENSMUSG00000026499"	"Acbd3"	88.8258	89.3333	1	100	89.07955
"50173"	"ENSG00000181513"	"ACBD4"	"ENSMUSG00000056938"	"Acbd4"	50.7331	52.9052	1	100	51.81915
"15190"	"ENSG00000107897"	"ACBD5"	"ENSMUSG00000026781"	"Acbd5"	77.1536	80.943	1	50	79.0483
"12892"	"ENSG00000230124"	"ACBD6"	"ENSMUSG00000033701"	"Acbd6"	85.8156	85.8156	1	100	85.8156
"59737"	"ENSG00000176244"	"ACBD7"	"ENSMUSG00000026644"	"Acbd7"	82.9545	82.9545	1	100	82.9545
"19205"	"ENSG00000110455"	"ACCS"	"ENSMUSG00000040272"	"Accs"	83.0339	82.8685	1	100	82.9512
"17741"	"ENSG00000205126"	"ACCSL"	"ENSMUSG00000075023"	"Accsl"	55.4577	54.3103	1	100	54.884
"43225"	"ENSG00000102977"	"ACD"	"ENSMUSG00000038000"	"Acd"	48.8971	63.9423	0	100	56.4197
"22693"	"ENSG00000159640"	"ACE"	"ENSMUSG00000020681"	"Ace"	83.1547	82.7744	1	100	82.96455
"36211"	"ENSG00000130234"	"ACE2"	"ENSMUSG00000015405"	"Ace2"	82.1118	82.1118	1	100	82.1118
"22678"	"ENSG00000264813"	"AC113554.1"	"ENSMUSG00000101605"	"Ace3"	47.7673	47.8969	0	100	47.8321
"22136"	"ENSG00000167769"	"ACER1"	"ENSMUSG00000045019"	"Acer1"	79.5455	76.9231	1	100	78.2343
"24465"	"ENSG00000177076"	"ACER2"	"ENSMUSG00000038007"	"Acer2"	93.0909	93.0909	1	100	93.0909
"53351"	"ENSG00000078124"	"ACER3"	"ENSMUSG00000030760"	"Acer3"	88.3895	88.3895	1	100	88.3895
"45200"	"ENSG00000087085"	"ACHE"	"ENSMUSG00000023328"	"Ache"	79.5786	79.9674	1	100	79.773
"20967"	"ENSG00000100813"	"ACIN1"	"ENSMUSG00000022185"	"Acin1"	85.9806	86.1734	1	100	86.077
"60720"	"ENSG00000213088"	"ACKR1"	"ENSMUSG00000037872"	"Ackr1"	57.9882	58.6826	1	100	58.3354
"52072"	"ENSG00000144648"	"ACKR2"	"ENSMUSG00000044534"	"Ackr2"	71.6146	72.7513	1	50	72.18295
"61347"	"ENSG00000144476"	"ACKR3"	"ENSMUSG00000044337"	"Ackr3"	92.8177	92.8177	1	100	92.8177
"24046"	"ENSG00000129048"	"ACKR4"	"ENSMUSG00000079355"	"Ackr4"	85.4286	85.4286	1	75	85.4286
"62666"	"ENSG00000131473"	"ACLY"	"ENSMUSG00000020917"	"Acly"	98.0926	98.0926	1	100	98.0926
"35815"	"ENSG00000153086"	"ACMSD"	"ENSMUSG00000026348"	"Acmsd"	87.2024	87.2024	1	100	87.2024
"58441"	"ENSG00000122729"	"ACO1"	"ENSMUSG00000028405"	"Aco1"	93.3633	93.3633	1	100	93.3633
"40249"	"ENSG00000100412"	"ACO2"	"ENSMUSG00000022477"	"Aco2"	96.7949	96.7949	1	100	96.7949
"65508"	"ENSG00000102794"	"ACOD1"	"ENSMUSG00000022126"	"Acod1"	81.0811	79.918	1	75	80.49955
"24221"	"ENSG00000184227"	"ACOT1"	"ENSMUSG00000072949"	"Acot1"	76.4846	76.8496	0	50	76.6671
"31817"	"ENSG00000162390"	"ACOT11"	"ENSMUSG00000034853"	"Acot11"	79.2422	78.3388	1	100	78.7905
"40470"	"ENSG00000172497"	"ACOT12"	"ENSMUSG00000021620"	"Acot12"	81.0811	80.9352	1	100	81.00815
"64069"	"ENSG00000112304"	"ACOT13"	"ENSMUSG00000006717"	"Acot13"	83.5714	83.5714	1	100	83.5714
"24445"	"ENSG00000119673"	"ACOT2"	"ENSMUSG00000021226"	"Acot2"	70.1863	74.8344	0	50	72.51035
"25680"	"ENSG00000177465"	"ACOT4"	"ENSMUSG00000052392"	"Acot4"	74.3468	74.3468	1	75	74.3468
"25835"	"ENSG00000205669"	"ACOT6"	"ENSMUSG00000043487"	"Acot6"	69.5652	34.3675	0	100	51.96635
"43630"	"ENSG00000097021"	"ACOT7"	"ENSMUSG00000028937"	"Acot7"	88.9474	88.0208	1	100	88.4841
"20230"	"ENSG00000101473"	"ACOT8"	"ENSMUSG00000017307"	"Acot8"	84.0125	83.75	1	100	83.88125
"65724"	"ENSG00000123130"	"ACOT9"	"ENSMUSG00000025287"	"Acot9"	81.0268	82.6879	1	75	81.85735
"21682"	"ENSG00000161533"	"ACOX1"	"ENSMUSG00000020777"	"Acox1"	88.0303	87.8971	1	75	87.9637
"65475"	"ENSG00000168306"	"ACOX2"	"ENSMUSG00000021751"	"Acox2"	73.4214	73.4214	1	100	73.4214
"46573"	"ENSG00000087008"	"ACOX3"	"ENSMUSG00000029098"	"Acox3"	73.4286	73.4286	1	100	73.4286
"43584"	"ENSG00000153093"	"ACOXL"	"ENSMUSG00000027380"	"Acoxl"	74.3103	68.1962	1	75	71.25325
"44998"	"ENSG00000134575"	"ACP2"	"ENSMUSG00000002103"	"Acp2"	89.3617	89.3617	1	100	89.3617
"18421"	"ENSG00000142513"	"ACP4"	"ENSMUSG00000012777"	"Acp4"	82.3944	82.5882	1	75	82.4913
"55840"	"ENSG00000102575"	"ACP5"	"ENSMUSG00000001348"	"Acp5"	85.2308	84.7095	1	50	84.97015
"55985"	"ENSG00000162836"	"ACP6"	"ENSMUSG00000028093"	"Acp6"	74.7664	76.555	1	75	75.6607
