Human,Mice
MEAF6,Meaf6
CDK5,Cdk5
SS18,Ss18
MAPK8,Mapk8
CHGB,Chgb
SMDT1,Smdt1
CHRDL1,Chrdl1
MIR1306,Mir1306
RNY1P9,Gm22199
CD93,Cd93
SKOR2,Skor2
TMEM206,Tmem206
CAMK1,Camk1
DDX49,Ddx49
SNORD5,Gm24299
FAM228A,Fam228a
CLDN2,Cldn2
SDC2,Sdc2
LONRF1,Lonrf1
TEX43,1700065I17Rik
VAPA,Vapa
SCARA3,Scara3
WNT7B,Wnt7b
FLNB,Flnb
SNORD42B,Snord42b
UGT2B10,Ugt2b34
TRAM1,Tram1
ERGIC1,Ergic1
MYRFL,Myrfl
ONECUT2,Onecut2
KCTD20,Kctd20
TMEM185A,BC023829
SLC7A13,Slc7a13
DSN1,Dsn1
DSCR3,Dscr3
FBXW2,Fbxw2
EXO1,Exo1
SHLD1,Shld1
PPP1R3G,Ppp1r3g
CFAP69,Cfap69
ZFYVE9,Zfyve9
SATB1,Satb1
NAGLU,Naglu
GJA3,Gja3
LUC7L3,Luc7l3
ALB,Alb
XIAP,Xiap
ZNF652,Zfp652
DPCR1,Dpcr1
OR2A5,Olfr448
ACTL6B,Actl6b
DPEP2NB,Dpep2nb
RBPJ,Rbpj
KHDRBS2,Khdrbs2
GNPTAB,Gnptab
GJC1,Gjc1
POGZ,Pogz
SSTR2,Sstr2
ABCC12,Abcc12
WDR3,Wdr3
CHST4,Chst4
SULT6B1,Sult6b1
SNORD93,Snord93
DGUOK,Dguok
BVES,Bves
STC2,Stc2
SAMD4A,Samd4
RNA5SP506,n-R5s194
STAB1,Stab1
PCDHGA2,Pcdhga2
ITGAX,Itgax
OR5L1,Olfr1157
PTX4,Ptx4
MMP14,Mmp14
CATIP,Catip
DEPTOR,Deptor
GPR3,Gpr3
MERTK,Mertk
SCPEP1,Scpep1
RTL5,Rtl5
IRX2,Irx2
MRPL2,Mrpl2
MAGEB6,Mageb17-ps
PTRH2,Ptrh2
TJAP1,Tjap1
RASGEF1A,Rasgef1a
PCNA,Pcna
FGF17,Fgf17
CBY1,Cby1
FBXO16,Fbxo16
MON1A,Mon1a
TMEM45A,Tmem45a
PCDH1,Pcdh1
MZT1,Mzt1
RHOF,Rhof
ZNF205,Zfp13
GDI1,Gdi1
KCNE1,Kcne1
RPS6KA1,Rps6ka1
GDF5,Gdf5
TGIF1,Tgif1
XBP1,Xbp1
MIR145,Mir145a
ATP5J2,Atp5j2
MYBPC1,Mybpc1
MCTP1,Mctp1
TMEM55A,Tmem55a
ATP7B,Atp7b
CENPV,Cenpv
RASSF5,Rassf5
MIR199A1,Mir199a-1
TEKT1,Tekt1
KRT10,Krt10
NUDT16L1,Nudt16l1
ERG28,Erg28
C11orf71,Gm5617
PITX1,Pitx1
KCNQ4,Kcnq4
RAB2B,Rab2b
SLC8A3,Slc8a3
TMEM220,Tmem220
COLEC11,Colec11
CABP5,Cabp5
LZTS3,Lzts3
BX255925.3,AL732309.1
TMEM201,Tmem201
KCTD21,Kctd21
ATP6V0B,Atp6v0b
MIR19B2,Mir19b-2
MYL6,Myl6
SELENOT,Selenot
HDAC10,Hdac10
DENND4C,Dennd4c
PLEKHH2,Plekhh2
APCDD1,Apcdd1
SPATA31D3,Spata31d1a
INPPL1,Inppl1
OR9A2,Olfr459
NRROS,Nrros
CHRD,Chrd
PLK1,Plk1
CPLX1,Cplx1
SSPN,Sspn
SOCS6,Socs6
PSRC1,Psrc1
U2AF1L4,U2af1l4
BRWD1,Brwd1
P4HA2,P4ha2
RNU6-1188P,Gm22242
PROSER1,Proser1
PLPPR5,Plppr5
ZBTB2,Zbtb2
PLEKHB1,Plekhb1
C15orf61,2300009A05Rik
ASXL1,Asxl1
SLC6A8,Slc6a8
TRDMT1,Trdmt1
COP1,Cop1
RBM48,Rbm48
SENP6,Senp6
RMI2,Rmi2
FYCO1,Fyco1
C1orf50,AU022252
FCHO2,Fcho2
METRNL,Metrnl
NFS1,Nfs1
TFPI,Tfpi
OR52A1,Olfr68
SNORD113-6,AF357425
ZNF780A,Zfp607
ZIC2,Zic2
PYROXD2,Pyroxd2
TBC1D8,Tbc1d8
DCTN2,Dctn2
MIR103A2,Mir103-2
KIF20A,Kif20a
RNASE12,Rnase12
ZNF688,Zfp688
MYO1A,Myo1a
DHH,Dhh
MT-CO2,mt-Co2
HID1,Hid1
RPS19,Rps19
LILRB4,Lilrb4
PPFIA1,Ppfia1
ANKRD27,Ankrd27
GFER,Gfer
USH1C,Ush1c
DPP4,Dpp4
PRPF31,Prpf31
C11orf94,1700029I15Rik
H1FOO,H1foo
ZNF275,Zfp275
OXT,Oxt
VPS28,Vps28
PDCD6,Pdcd6
CENPW,Cenpw
TMEM9B,Tmem9b
DNMBP,Dnmbp
ZNF263,Zfp263
SCAND1,Scand1
UGT3A2,Ugt3a2
SNAPC2,Snapc2
SACM1L,Sacm1l
APOA2,Apoa2
UGT1A1,Ugt1a1
ARID1B,Arid1b
FAF1,Faf1
MS4A6A,Ms4a6d
RPAP2,Rpap2
RORB,Rorb
CRNKL1,Crnkl1
OR10G9,Olfr979
IP6K2,Ip6k2
POLDIP3,Poldip3
CD99L2,Cd99l2
RSAD2,Rsad2
PPP1R3C,Ppp1r3c
ZNF536,Zfp536
C5orf46,Gm94
KCNK18,Kcnk18
PPP5C,Ppp5c
SULT4A1,Sult4a1
IQSEC3,Iqsec3
DFFA,Dffa
AKNA,Akna
GOLT1B,Golt1b
CATSPER1,Catsper1
ANKAR,Ankar
TEAD2,Tead2
AKT1S1,Akt1s1
CYP4X1,Cyp4x1
FRS3,Frs3
SYCE1L,Syce1l
SLC28A2,Slc28a2
CNTD1,Cntd1
GEMIN5,Gemin5
BMP2,Bmp2
ELOC,Eloc
STK26,Stk26
BBS10,Bbs10
OCEL1,Ocel1
COQ4,Coq4
TLE4,Tle4
C11orf42,Gm5901
PRM3,Prm3
IL2RB,Il2rb
RANBP9,Ranbp9
MRPL40,Mrpl40
YIPF3,Yipf3
RNU2-45P,Gm22946
RF02122,Gm27321
FSD2,Fsd2
C3orf62,1700102P08Rik
GABRA1,Gabra1
GOLT1A,Golt1a
MIR30C2,Mir30c-2
FMO4,Fmo4
CAMP,Camp
RPS15,Rps15
BAG6,Bag6
PRF1,Prf1
CACNA1E,Cacna1e
ORMDL3,Ormdl3
CYP11B1,Cyp11b2
NR1D2,Nr1d2
CCDC169-SOHLH2,Sohlh2
RAB11FIP1,Rab11fip1
NUDC,Nudc
DRC7,Drc7
SNORD48,Gm25744
SLC47A1,Slc47a1
DNASE2B,Dnase2b
NATD1,Natd1
SLC15A1,Slc15a1
TTC38,Ttc38
STEAP2,Steap2
HIST1H2BN,Hist1h2bm
PLA2G12B,Pla2g12b
URM1,Urm1
PLEKHS1,Plekhs1
TP73,Trp73
SLC14A1,Slc14a1
C16orf78,4933402J07Rik
DCAF4,Dcaf4
MON1B,Mon1b
PSMD8,Psmd8
CWC15,Cwc15
GZF1,Gzf1
MCM5,Mcm5
CTSW,Ctsw
PYGO2,Pygo2
KLF17,Klf17
CCDC9,Ccdc9
HK3,Hk3
SLPI,Slpi
ADIPOQ,Adipoq
STX8,Stx8
ANKRA2,Ankra2
ZBTB45,Zbtb45
PTER,Pter
WDR6,Wdr6
SNX14,Snx14
CLYBL,Clybl
CCNG1,Ccng1
LHX6,Lhx6
ADAMTS1,Adamts1
OR51D1,Olfr557
EML3,Eml3
ARHGEF25,Arhgef25
EXOC3L2,Exoc3l2
FNTB,Fntb
PXMP2,Pxmp2
TGM2,Tgm2
IRF4,Irf4
UGT1A10,Ugt1a9
MIR10B,Mir10b
ABRACL,Abracl
TMEM232,Tmem232
RNF2,Rnf2
MFSD11,Mfsd11
C14orf79,BC022687
VKORC1,Vkorc1
PECAM1,Pecam1
FOXL1,Foxl1
BSX,Bsx
C17orf107,4930544D05Rik
CLIC6,Clic6
WDR46,Wdr46
ARHGAP27,Arhgap27
SLC48A1,Slc48a1
BTLA,Btla
KIAA1147,E330009J07Rik
SNORD18A,Gm23344
TFAP2A,Tfap2a
CCNC,Ccnc
SLC25A11,Slc25a11
WASL,Wasl
CROT,Crot
ZC3H11A,Zc3h11a
SNORD87,Snord87
FAM208B,BC016423
TMEM35B,Tmem35b
STPG3,Stpg3
ILF2,Ilf2
CBR4,Cbr4
ACTBL2,Actbl2
ZDHHC3,Zdhhc3
TRPC5OS,Gm15070
GLA,Gla
EYA3,Eya3
PTGER3,Ptger3
ELMO1,Elmo1
KIAA0391,1110008L16Rik
HIST1H2BL,Hist1h2bj
NEU3,Neu3
WDR45B,Wdr45b
SPATA32,Spata32
PIGT,Pigt
OR14C36,Olfr301
PIGB,Pigb
PET100,Pet100
KLHL2,Klhl2
RAMP3,Ramp3
BUD13,Bud13
SI,Sis
ALG10,Alg10b
PSPC1,Pspc1
LRRC8A,Lrrc8a
IFNAR2,Ifnar2
ADGRL2,Adgrl2
TMBIM1,Tmbim1
ATG5,Atg5
DAGLB,Daglb
ZFHX4,Zfhx4
SPATA31A5,Spata31
MAP3K9,Map3k9
JMJD8,Jmjd8
CNR1,Cnr1
INTS2,Ints2
RNU6-47P,Gm23649
PNN,Pnn
SDHA,Sdha
CNOT9,Cnot9
CDADC1,Cdadc1
RALYL,Ralyl
FXR2,Fxr2
CCDC27,Ccdc27
CARM1,Carm1
PPP1R37,Ppp1r37
TULP3,Tulp3
CNNM2,Cnnm2
DLG2,Dlg2
HSPBAP1,Hspbap1
IRGM,Irgm2
INO80E,Ino80e
RXRA,Rxra
MT-ND6,mt-Nd6
BAAT,Baat
RNU4-6P,Gm27639
HS3ST1,Hs3st1
CBX5,Cbx5
RNU6-196P,Gm23331
OR2AT4,Olfr520
DDX6,Ddx6
TBX1,Tbx1
PLCE1,Plce1
DCLRE1B,Dclre1b
BCAR1,Bcar1
NUDT19,Nudt19
CCDC22,Ccdc22
UTP23,Utp23
CSPG5,Cspg5
ZNF277,Zfp277
ESCO1,Esco1
FHDC1,Fhdc1
FOXE1,Foxe1
RF00421,Gm25876
MIR326,Mir326
RNU6-390P,Gm23244
SEMA7A,Sema7a
ANK3,Ank3
IQCJ-SCHIP1,Gm21949
APOA1,Apoa1
RDH5,Rdh5
TEX52,Tex52
FAM25C,Fam25c
MYH13,Myh13
KAZN,Kazn
GNG4,Gng4
ITGAE,Itgae
ZBTB11,Zbtb11
ICAM2,Icam2
HFE,Hfe
ENGASE,Engase
MCRIP2,Mcrip2
AP3M2,Ap3m2
HSPB11,Hspb11
ANKRD46,Ankrd46
ZNF879,Zfp879
FAM184A,Fam184a
RNF181,Rnf181
TCTEX1D4,Tctex1d4
ERGIC2,Ergic2
HAUS2,Haus2
TMPPE,Tmppe
LASP1,Lasp1
LPO,Lpo
ACOT8,Acot8
AP002956.1,Mcam
ZYG11A,Zyg11a
CCDC58,Ccdc58
PIK3CG,Pik3cg
BTBD17,Btbd17
ATF3,Atf3
SLC35C2,Slc35c2
HIPK1,Hipk1
NME2,Nme2
SLC10A7,Slc10a7
TOR1AIP1,Tor1aip1
CACNA1G,Cacna1g
IL12RB1,Il12rb1
EPHA5,Epha5
KCNJ5,Kcnj5
C1S,C1s
ABCG2,Abcg2
NPC2,Npc2
ITGB1,Itgb1
EFNA2,Efna2
RBBP6,Rbbp6
DUSP6,Dusp6
TEDDM1,Gm5531
FILIP1,Filip1
KCNQ1,Kcnq1
IPO13,Ipo13
ZBTB16,Zbtb16
EDDM3B,Eddm3b
EIF2AK4,Eif2ak4
NEUROD2,Neurod2
PPP2CB,Ppp2cb
PAPOLG,Papolg
LYAR,Lyar
PAPSS1,Papss1
LELP1,Lelp1
GABBR1,Gabbr1
EEF1D,Eef1d
CPT1C,Cpt1c
TVP23B,Tvp23b
A1BG,A1bg
CDK17,Cdk17
BRAP,Brap
TRAF6,Traf6
ZBTB40,Zbtb40
CILP2,Cilp2
CREM,Crem
PABPC1L,Pabpc1l
CALHM5,Calhm5
MARCKS,Marcks
YLPM1,Ylpm1
SLC4A11,Slc4a11
PCDHGB5,Pcdhgb5
WDR34,Wdr34
PRSS8,Prss8
ZAP70,Zap70
TMEM275,6430628N08Rik
GRIA1,Gria1
FGFR3,Fgfr3
C4orf17,4930579F01Rik
PPCDC,Ppcdc
CMTM1,Cmtm1
MRPS6,Mrps6
OR5C1,Olfr368
THBS2,Thbs2
WNT3,Wnt3
CRCP,Crcp
GSG1L2,Gsg1l2
SLC7A10,Slc7a10
SNORD101,Gm23130
EVC2,Evc2
LRRC74A,Lrrc74a
ABCC8,Abcc8
COQ5,Coq5
MAP2K1,Map2k1
ATXN1L,Atxn1l
MBOAT4,Mboat4
NF1,Nf1
MINPP1,Minpp1
PTPRU,Ptpru
SLC22A8,Slc22a8
CWC27,Cwc27
IVD,Ivd
ZNHIT3,Znhit3
MIR125A,Mir125a
RNU4-29P,Gm23214
ZBED6,Zbed6
CENPH,Cenph
SSX2IP,Ssx2ip
PCSK1N,Pcsk1n
CNNM3,Cnnm3
C10orf67,4921504E06Rik
ZNF559-ZNF177,Zfp931
ATP1B2,Atp1b2
TMED5,Tmed5
LIAS,Lias
ABCF1,Abcf1
RNU2-23P,Gm23118
FAM71F2,Fam71f2
SFTPC,Sftpc
KLHL36,Klhl36
FCER2,Fcer2a
LAIR1,Lair1
GLIPR1L1,Glipr1l1
ARMCX4,Armcx4
SEMA3D,Sema3d
PDXDC1,Pdxdc1
SNX1,Snx1
ZCCHC14,Zcchc14
SNORD37,Snord37
GPATCH11,Gpatch11
SLC12A2,Slc12a2
DVL3,Dvl3
PCED1A,Pced1a
CSF1R,Csf1r
DDX47,Ddx47
GATAD2A,Gatad2a
SNORD72,Snord72
TAP1,Tap1
ADAM23,Adam23
FGF14,Fgf14
PBX3,Pbx3
KRT78,Krt78
CEP126,Cep126
DPP9,Dpp9
EMX1,Emx1
OR4K2,Olfr730
NTRK1,Ntrk1
FAM102B,Fam102b
HDDC3,Hddc3
ELANE,Elane
EBP,Ebp
WIPF1,Wipf1
ST13,St13
GNPAT,Gnpat
MUT,Mut
SNPH,Snph
SNORD34,Snord34
TET3,Tet3
CHCHD6,Chchd6
PIAS1,Pias1
KCNK3,Kcnk3
ABTB2,Abtb2
ARHGAP18,Arhgap18
CRX,Crx
SRPX2,Srpx2
MIR195,Mir195a
NDC1,Ndc1
HNMT,Hnmt
P2RY13,P2ry13
MUC20,Muc20
HIST1H3C,Hist2h3c1
PSMA6,Psma6
MIR15A,Mir15a
BSDC1,Bsdc1
TTLL3,Ttll3
OR5M3,Olfr1032
APOC1,Apoc1
DIDO1,Dido1
MUSTN1,Mustn1
CRTAM,Crtam
ZNF474,Zfp474
HRH2,Hrh2
RAD21,Rad21
RAB21,Rab21
GBP6,Gbp11
CENPI,Cenpi
FABP12,Fabp12
ITGB8,Itgb8
ANAPC13,Anapc13
TRMT10B,Trmt10b
SIAH2,Siah2
RNF146,Rnf146
RGS4,Rgs4
FBXO30,Fbxo30
TAS2R60,Tas2r135
LMO1,Lmo1
PTPMT1,Ptpmt1
ANKMY1,Ankmy1
TRAF2,Traf2
KREMEN2,Kremen2
CBR1,Cbr1
FECH,Fech
SMC3,Smc3
NEXMIF,Nexmif
SPICE1,Spice1
ORM1,Orm1
CEP44,Cep44
OCIAD2,Ociad2
PRELID2,Prelid2
GPRIN2,Gprin2
WDR20,Wdr20
BDKRB2,Bdkrb2
TAS2R13,Tas2r121
ZDHHC19,Zdhhc19
PRAMEF20,Gm13125
ANKRD26,Ankrd26
LUZP1,Luzp1
CA2,Car2
CD72,Cd72
CYP1A1,Cyp1a1
FAM57B,Fam57b
CNKSR2,Cnksr2
AKIRIN2,Akirin2
TMEM11,Tmem11
BGN,Bgn
PTGS2,Ptgs2
PTPRN2,Ptprn2
PRR16,Prr16
C17orf80,D11Wsu47e
KLHL42,Klhl42
PANX3,Panx3
ZBED9,Zbed5
EGR3,Egr3
EIF4A2,Eif4a2
TMTC3,Tmtc3
TRIM50,Trim50
CHPF2,Chpf2
DUSP14,Dusp14
LPAR4,Lpar4
SNORD28,Gm24453
MORC2,Morc2a
CYP4F3,Cyp4f13
HSPA12A,Hspa12a
SLC25A40,Slc25a40
OR2D2,Olfr715
KLHL33,Klhl33
CEACAM3,Ceacam3
SERPINI2,Serpini2
CDT1,Cdt1
KPNA1,Kpna1
CAMKK2,Camkk2
CSNK2B,Csnk2b
MEF2C,Mef2c
TBC1D16,Tbc1d16
MIR30D,Mir30d
RN7SKP220,Gm24733
MIR93,Mir93
ZNF467,Zfp467
PAQR4,Paqr4
TOR3A,Tor3a
NPTN,Nptn
GABRP,Gabrp
KDF1,Kdf1
TSEN54,Tsen54
ETNPPL,Etnppl
CEP290,Cep290
BTBD11,Btbd11
TBX5,Tbx5
NDUFS2,Ndufs2
MAFB,Mafb
ATP1B4,Atp1b4
ANK1,Ank1
LRFN3,Lrfn3
GABRE,Gabre
CDR2,Cdr2
OR4N5,Olfr722
CR1L,Cr1l
IRAK2,Irak2
CYCS,Cycs
CYP46A1,Cyp46a1
AP5S1,Ap5s1
MIR1-1,Mir1a-1
CCDC12,Ccdc12
PCBP1,Pcbp1
RHBDD3,Rhbdd3
PPME1,Ppme1
ZSCAN29,Zscan29
SMC1B,Smc1b
PDE1B,Pde1b
RNU6-163P,Gm24356
RNU2-58P,Gm24840
PHLDB1,Phldb1
CDK6,Cdk6
HAL,Hal
C10orf107,1700040L02Rik
RHBDL2,Rhbdl2
VCAN,Vcan
AGPAT3,Agpat3
MARCO,Marco
SLC44A1,Slc44a1
SMC4,Smc4
CLDN16,Cldn16
CAMSAP2,Camsap2
MAPK6,Mapk6
ANO7,Ano7
RAC2,Rac2
MYH4,Myh4
TTC39C,Ttc39c
KRT86,Krt86
TRBV2,Trbv3
CYP20A1,Cyp20a1
EEF1B2,Eef1b2
ATAD2,Atad2
CLDN3,Cldn3
MRPL50,Mrpl50
MAP3K4,Map3k4
EIF2B3,Eif2b3
SNORD10,Gm25835
C6orf58,2310057J18Rik
RLBP1,Rlbp1
SPG7,Spg7
PAIP2B,Paip2b
RN7SKP40,Gm24294
NUMB,Numb
CHIT1,Chit1
CCDC168,Gm8251
DAB2IP,Dab2ip
DSPP,Dspp
CDC20B,Cdc20b
SIPA1L2,Sipa1l2
SMIM9,Smim9
DENND1A,Dennd1a
LDLRAP1,Ldlrap1
KANSL1,Kansl1
GMIP,Gmip
ST8SIA6,St8sia6
ATRNL1,Atrnl1
DIXDC1,Dixdc1
FAM120A,Fam120a
SLC36A4,Slc36a4
ARHGAP26,Arhgap26
PDP2,Pdp2
UNC13A,Unc13a
KBTBD8,Kbtbd8
CEP41,Cep41
MED13L,Med13l
LARS,Lars
TKFC,Tkfc
RAB42,Rab42
ADAMTSL1,Adamtsl1
TET1,Tet1
MMP20,Mmp20
SEC23B,Sec23b
FSCB,Fscb
RF02175,Gm27834
ATP1A4,Atp1a4
WDR36,Wdr36
ELOVL5,Elovl5
CIZ1,Ciz1
LYZL4,Lyzl4
LMAN2L,Lman2l
ALKBH3,Alkbh3
PEX12,Pex12
TNKS1BP1,Tnks1bp1
PQLC3,Pqlc3
RENBP,Renbp
SNTN,Sntn
SNORD89,Snord89
FHOD3,Fhod3
EME2,Eme2
RBMS3,Rbms3
E2F3,E2f3
MEIS1,Meis1
ASIC2,Asic2
CACUL1,Cacul1
HEXIM1,Hexim1
GNGT2,Gngt2
RGL2,Rgl2
PYCR2,Pycr2
RN7SKP26,Gm25842
GSTT4,Gstt4
GRN,Grn
EYA4,Eya4
THADA,Thada
PTPRCAP,Ptprcap
GRM1,Grm1
TMEM233,Tmem233
INPP1,Inpp1
SPATA31A3,Spata31
SKI,Ski
SH3GLB2,Sh3glb2
SST,Sst
CAND1,Cand1
YAF2,Yaf2
SHISA3,Shisa3
AURKAIP1,Aurkaip1
CDC5L,Cdc5l
STARD13,Stard13
ERP27,Erp27
CIAO3,Narfl
CYSLTR2,Cysltr2
PRKACA,Prkaca
ZZEF1,Zzef1
PTCHD4,Ptchd4
HOXA2,Hoxa2
EPPK1,Eppk1
TGFB1,Tgfb1
KLRK1,Klrk1
ITGA11,Itga11
CTC1,Ctc1
PSTPIP2,Pstpip2
TDRD5,Tdrd5
VSIG10,Vsig10
KRIT1,Krit1
FASTKD1,Fastkd1
STEAP3,Steap3
UBE2E3,Ube2e3
PIH1D1,Pih1d1
TMLHE,Tmlhe
DMTF1,Dmtf1
KDM6B,Kdm6b
BTK,Btk
CCDC141,Ccdc141
PACS2,Pacs2
CD28,Cd28
SNX13,Snx13
DMXL1,Dmxl1
PMPCB,Pmpcb
CXXC5,Cxxc5
KIZ,Plk1s1
IGSF9,Igsf9
LRRC56,Lrrc56
NSUN4,Nsun4
SEL1L,Sel1l
SF3B6,0610009D07Rik
KDELR2,Kdelr2
ABHD6,Abhd6
PPT2,Ppt2
KYAT1,Kyat1
SOX9,Sox9
SDCCAG8,Sdccag8
DSCC1,Dscc1
CGREF1,Cgref1
RUFY1,Rufy1
TNNT2,Tnnt2
TXNDC12,Txndc12
LDB1,Ldb1
TSC22D1,Tsc22d1
FAM120B,Fam120b
SLITRK6,Slitrk6
PDPK1,Pdpk1
MAP3K14,Map3k14
SCRT1,Scrt1
RPLP2,Rplp2
TUT7,Tut7
MIR206,Mir206
GPR143,Gpr143
MIR219A2,Mir219a-2
NIT2,Nit2
FGFR1OP2,Fgfr1op2
RNU6-661P,Gm24502
BRIX1,Brix1
PDCD1LG2,Pdcd1lg2
SHPK,Shpk
SCN4A,Scn4a
F9,F9
CARMIL1,Carmil1
AADACL3,Aadacl3
MFSD9,Mfsd9
GUCA2A,Guca2a
LRRC14B,Lrrc14b
AHCYL2,Ahcyl2
CNTNAP4,Cntnap4
LARP1,Larp1
SWSAP1,Swsap1
LDHA,Ldha
SUZ12,Suz12
TCTA,Tcta
CALCOCO2,Calcoco2
PLXNB1,Plxnb1
MIR96,Mir96
MAGT1,Magt1
NR2C2AP,Nr2c2ap
MSL1,Msl1
TNFSF10,Tnfsf10
SIVA1,Siva1
UNCX,Uncx
EXT2,Ext2
COX6B2,Cox6b2
ARFGEF1,Arfgef1
VIL1,Vil1
PPRC1,Pprc1
CCNDBP1,Ccndbp1
CASC4,Casc4
CSNK1G2,Csnk1g2
PDE3B,Pde3b
C2CD4C,C2cd4c
RASGRF2,Rasgrf2
BARHL1,Barhl1
CIAO2B,Ciao2b
ZNF207,Zfp207
ZRANB2,Zranb2
IQCA1L,4931409K22Rik
PAQR9,Paqr9
PCID2,Pcid2
CXorf21,5430427O19Rik
SERINC1,Serinc1
JADE3,Jade3
RRP12,Rrp12
TSC1,Tsc1
TMEM215,Tmem215
RPH3A,Rph3a
FKBP1A,Fkbp1a
ZXDB,Zxdb
FRG2B,AA415398
C4orf48,Gm1673
NCK2,Nck2
FZD9,Fzd9
DNPEP,Dnpep
SLC7A8,Slc7a8
NLRC5,Nlrc5
TCTEX1D2,Tctex1d2
RHOBTB3,Rhobtb3
PRKRA,Prkra
SUCLG2,Suclg2
RBM39,Rbm39
AGRP,Agrp
NRBP2,Nrbp2
THY1,Thy1
NCOA6,Ncoa6
SMCO1,Smco1
BROX,Brox
ITFG2,Itfg2
TMEM91,Tmem91
SNX30,Snx30
AHRR,Ahrr
SMC5,Smc5
KCNE2,Kcne2
MLEC,Mlec
METTL22,Mettl22
C21orf2,1810043G02Rik
PRDX6,Prdx6
MPZ,Mpz
RNU6-932P,Gm23056
RF01966,Gm27582
CDC37,Cdc37
LMBR1,Lmbr1
EIF4H,Eif4h
INSL6,Insl6
KLHDC10,Klhdc10
BOP1,Bop1
SART1,Sart1
TNP1,Tnp1
PRKN,Prkn
MPHOSPH9,Mphosph9
RPLP1,Rplp1
GABRB2,Gabrb2
MED4,Med4
CDK12,Cdk12
C4orf50,Gm1043
ING3,Ing3
SERINC2,Serinc2
SMIM23,Smim23
VLDLR,Vldlr
AMH,Amh
RANGAP1,Rangap1
MAPKAP1,Mapkap1
RGPD5,Ranbp2
ITPRIP,Itprip
CLDN11,Cldn11
FAM166B,Fam166b
TEAD4,Tead4
SYT1,Syt1
VPS9D1,Vps9d1
TTPAL,Ttpal
IDI1,Idi1
LDLRAD3,Ldlrad3
GNS,Gns
PARP12,Parp12
WDR5,Wdr5
MBNL3,Mbnl3
CCNL2,Ccnl2
RNASE2,Ear11
VN1R4,Vmn1r237
LIN37,Lin37
PRELID3B,Prelid3b
GDPD3,Gdpd3
SLC25A14,Slc25a14
CHKB,Chkb
TMEM38B,Tmem38b
TBPL2,Tbpl2
ETV2,Etv2
MMUT,Mut
ATP5IF1,Atpif1
PCDHA6,Pcdha6
HNRNPU,Hnrnpu
HTR1D,Htr1d
TYRP1,Tyrp1
HIST1H3B,Hist2h3b
HAUS4,Haus4
ZNF768,Zfp768
MIEF1,Mief1
COQ8A,Coq8a
IDH1,Idh1
FAM167A,Fam167a
PNPT1,Pnpt1
DRD3,Drd3
SRRM4,Srrm4
ZFP30,Zfp30
GEMIN7,Gemin7
YBEY,Ybey
BCL7C,Bcl7c
RC3H1,Rc3h1
PDK1,Pdk1
GATA2,Gata2
STK32B,Stk32b
TIMD4,Timd4
SHC1,Shc1
SCAF8,Scaf8
RPS6,Rps6
ITGA10,Itga10
DMC1,Dmc1
DNER,Dner
PTGFR,Ptgfr
SNORA74D,Mir1949
ASZ1,Asz1
IL4,Il4
PANK2,Pank2
TMEM178A,Tmem178
SPP2,Spp2
NYAP1,Nyap1
SLC25A29,Slc25a29
CASKIN2,Caskin2
RN7SKP73,Gm22343
TM9SF1,Tm9sf1
ANO4,Ano4
AC113554.1,Ace3
MATN2,Matn2
LRIF1,Lrif1
PRMT6,Prmt6
BCL2L2,Bcl2l2
TMSB4Y,Tmsb4x
ZNF787,Zfp787
SYNJ2BP,Synj2bp
LINS1,Lins1
NKX2-2,Nkx2-2
ZNF516,Zfp516
SPTA1,Spta1
UBE2A,Ube2a
SRSF12,Srsf12
SLC35C1,Slc35c1
FURIN,Furin
PTPA,Ptpa
PDXK,Pdxk
RNU6-338P,Gm25431
PRTG,Prtg
ZNF239,Zfp239
EPHB3,Ephb3
SARS2,Sars2
DIPK1A,Fam69a
MRPL33,Mrpl33
HBA1,Hba-a2
ASCL4,Ascl4
TM4SF1,Tm4sf1
LRRIQ1,Lrriq1
IRGC,Irgc1
TRMO,Trmo
ITGB3BP,Itgb3bp
OR52W1,Olfr692
MSS51,Mss51
DNAJC12,Dnajc12
CCDC38,Ccdc38
POR,Por
FUT10,Fut10
TPX2,Tpx2
TRIM41,Trim41
ASB9,Asb9
BMP7,Bmp7
CCDC81,Ccdc81
SIPA1L3,Sipa1l3
MKNK1,Mknk1
MINDY1,Mindy1
SNX33,Snx33
CALM1,Calm1
RN7SKP283,Gm24358
EMSY,Emsy
ATP5J2-PTCD1,Ptcd1
CCDC190,Ccdc190
PAF1,Paf1
COL7A1,Col7a1
OR51G1,Olfr578
PHF8,Phf8
C19orf85,Gm36210
ZXDC,Zxdc
MARCH1,March1
GNL3L,Gnl3l
MIR374B,Mir374b
PTPRF,Ptprf
LSAMP,Lsamp
STYK1,Styk1
COL5A2,Col5a2
CISH,Cish
RIPPLY2,Ripply2
SOX13,Sox13
SLC29A4,Slc29a4
NCK1,Nck1
SUMO2,Sumo2
IL36G,Il1f9
LRRFIP1,Lrrfip1
HIST1H4J,Hist1h4f
PAX9,Pax9
CSNK1G1,Csnk1g1
DPH2,Dph2
SRXN1,Srxn1
ZNF791,Zfp791
OR7C2,Olfr1356
LYPD6,Lypd6
THAP12,Thap12
MCM3,Mcm3
DPYSL5,Dpysl5
SLC6A9,Slc6a9
AADACL4,Gm13177
C1RL,C1rl
RALGPS2,Ralgps2
BMP2K,Bmp2k
DUS3L,Dus3l
HSPD1,Hspd1
